Track-id,ImageName,3: Unique Frame Identifier,TL_x,TL_y,BR_x,BR_y,Length Confidence,Target Length,Repeated Species,Attributes,poly_coordinates,Unnamed: 12
824,soloAUV 20220919-184757-103.png,3532,2079,24,2276,97,1,-1,copepod-edge,1,(poly) 2255 27 2190 24 2150 61 2089 58 2079 70 2162 97 2265 93 2276 67 2211 64 2255 27,
825,soloAUV 20220919-184800-106.png,3535,1224,1619,1334,1714,1,-1,crustacea-maybe,1,(poly) 1237 1625 1334 1619 1330 1711 1224 1714 1237 1625,
826,soloAUV 20220919-184801-107.png,3536,2015,1462,2114,1537,1,-1,copepod-maybe,1,,
827,soloAUV 20220919-184808-113.png,3542,2611,2119,2785,2272,1,-1,copepod,1,,
828,soloAUV 20220919-184811-116.png,3545,2056,1221,2261,1395,1,-1,copepod,1,,
829,soloAUV 20220919-184818-122.png,3551,1539,1675,1656,1802,1,-1,copepod,1,,
830,soloAUV 20220919-184819-123.png,3552,1155,1628,1233,1696,1,-1,copepod-maybe,1,,
831,soloAUV 20220919-184825-129.png,3558,1052,1284,1236,1430,1,-1,copepod,1,,
832,soloAUV 20220919-184828-131.png,3560,1837,1293,1970,1467,1,-1,copepod-centropages,1,,
833,soloAUV 20220919-184829-132.png,3561,1980,2113,2167,2222,1,-1,copepod-maybe,1,,
834,soloAUV 20220919-184829-132.png,3561,1587,732,1670,782,1,-1,copepod,1,,
835,soloAUV 20220919-184830-133.png,3562,2934,1626,3042,1719,1,-1,unknown,1,,
836,soloAUV 20220919-184834-137.png,3566,1878,1614,2127,1774,1,-1,copepod,1,,
837,soloAUV 20220919-184835-138.png,3567,1919,1757,2244,2222,1,-1,ctenophore-maybe,1,(poly) 1919 2115 2188 1757 2244 1762 2219 1902 1973 2222 1919 2115,
838,soloAUV 20220919-184837-140.png,3569,2965,864,3186,978,1,-1,copepod,1,,
839,soloAUV 20220919-184842-144.png,3573,1851,2435,2377,2640,1,-1,ctenophore-maybe,1,(poly) 2377 2489 2109 2640 1851 2636 1869 2552 2116 2559 2345 2435 2377 2489,
840,soloAUV 20220919-184843-145.png,3574,2658,1606,2785,1695,1,-1,copepod,1,,
841,soloAUV 20220919-184853-154.png,3583,2708,1269,3080,1709,1,-1,ctenophore-maybe,1,(poly) 2873 1709 3080 1302 3043 1269 2734 1568 2708 1624 2781 1697 2873 1709,
842,soloAUV 20220919-184857-158.png,3587,995,879,1114,963,1,-1,copepod,1,,
843,soloAUV 20220919-184921-180.png,3609,1931,956,2016,1040,1,-1,unknown,1,,
844,soloAUV 20220919-185005-221.png,3650,1795,759,1860,820,1,-1,copepod,1,,
845,soloAUV 20220919-185020-235.png,3664,2108,1686,2393,1879,1,-1,copepod,1,,
846,soloAUV 20220919-185036-250.png,3679,1018,1125,1126,1208,1,-1,copepod-edge,1,,
847,soloAUV 20220919-185042-255.png,3684,2542,2417,2622,2480,1,-1,crustacea-nauplius-maybe,1,,
848,soloAUV 20220919-185103-275.png,3704,2327,1074,2851,1409,1,-1,copepod,1,,
849,soloAUV 20220919-185123-293.png,3722,2062,2430,2243,2604,1,-1,copepod,1,,
850,soloAUV 20220919-185123-293.png,3722,2734,1037,3090,1196,1,-1,ctenophore-maybe,1,(poly) 3090 1140 2879 1108 2809 1037 2734 1048 2833 1174 3083 1196 3090 1140,
851,soloAUV 20220919-185207-333.png,3762,2784,1484,2852,1562,1,-1,copepod-maybe,1,,
852,soloAUV 20220919-185236-360.png,3789,1718,2563,1836,2732,1,-1,copepod-edge,1,(poly) 1718 2689 1772 2563 1835 2577 1836 2732 1718 2689,
853,soloAUV 20220919-185238-362.png,3791,2938,1341,3175,1518,1,-1,copepod,1,,
854,soloAUV 20220919-185300-382.png,3811,1791,2418,2164,2755,1,-1,copepod-edge,1,(poly) 1810 2697 1992 2755 2030 2730 1992 2604 2164 2455 2124 2418 1791 2688 1810 2697,
855,soloAUV 20220919-185309-390.png,3819,2662,1266,2781,1348,1,-1,unknown,1,,
856,soloAUV 20220919-185319-399.png,3828,2404,1203,2542,1313,1,-1,polychaeta,1,,
857,soloAUV 20220919-185416-451.png,3880,2127,2275,2273,2414,1,-1,polychaeta-larva-maybe,1,,
858,soloAUV 20220919-185421-455.png,3884,1755,1837,2251,2162,1,-1,copepod,1,(poly) 2251 1890 2227 1837 1755 2095 1799 2162 2218 1949 2251 1890,
859,soloAUV 20220919-185421-455.png,3884,1446,2082,1521,2154,1,-1,polychaeta-larva-maybe,1,,
860,soloAUV 20220919-185430-464.png,3893,1272,589,1371,672,1,-1,unknown,1,,
861,soloAUV 20220919-185457-488.png,3917,2363,2390,2583,2595,1,-1,copepod,1,,
862,soloAUV 20220919-185458-489.png,3918,1440,2125,1624,2271,1,-1,copepod,1,,
863,soloAUV 20220919-185459-490.png,3919,2871,1015,3021,1110,1,-1,ostracod,1,,
864,soloAUV 20220919-185508-498.png,3927,2317,1712,2504,1850,1,-1,ostracod-maybe,1,,
865,soloAUV 20220919-185509-499.png,3928,2024,1912,2131,2011,1,-1,unknown,1,,
866,soloAUV 20220919-185523-512.png,3941,1520,1091,1611,1165,1,-1,copepod-maybe,1,,
867,soloAUV 20220919-185540-527.png,3956,2610,1742,2760,1852,1,-1,polychaeta-larva-maybe,1,,
868,soloAUV 20220919-185543-530.png,3959,1965,1694,2083,1778,1,-1,ostracod-maybe,1,,
869,soloAUV 20220919-185554-540.png,3969,1283,1809,3430,2518,1,-1,hydrozoa-maybe,1,(poly) 3418 1809 2454 2029 1283 2233 1325 2317 3054 2518 3272 2233 3430 1908 3418 1809,
870,soloAUV 20220919-185555-541.png,3970,1816,1845,3469,2446,1,-1,hydrozoa-maybe,1,(poly) 3408 1845 2582 2002 2182 2216 1829 2264 1816 2363 3079 2446 3255 2276 3401 2027 3469 1845 3408 1845,
871,soloAUV 20220919-185557-542.png,3971,918,1671,2923,2727,1,-1,hydrozoa-maybe,1,(poly) 2575 2727 1647 2610 1657 2538 2415 2596 2567 2472 2521 2078 2383 1889 1814 1913 1196 1932 1019 1884 918 1702 1019 1671 1121 1806 2485 1729 2681 1760 2735 1927 2720 2237 2841 2499 2923 2598 2575 2727,
872,soloAUV 20220919-185604-549.png,3978,1236,1626,1305,1689,1,-1,crustacea-nauplius-maybe,1,,
873,soloAUV 20220919-185616-560.png,3989,1249,2087,1369,2228,1,-1,unknown,1,,
874,soloAUV 20220919-185622-565.png,3994,2035,413,2246,591,1,-1,polychaeta-maybe,1,,
875,soloAUV 20220919-185644-585.png,4014,963,1537,1425,1956,1,-1,copepod,1,(poly) 1370 1560 963 1904 990 1956 1188 1795 1339 1778 1406 1705 1322 1669 1425 1577 1395 1537 1370 1560,
876,soloAUV 20220919-185657-596.png,4025,1916,1711,1997,1810,1,-1,polychaeta-larva-maybe,1,(poly) 1920 1711 1997 1711 1997 1808 1916 1810 1920 1711,
877,soloAUV 20220919-185747-642.png,4071,2272,2293,2425,2452,1,-1,amphipod,1,,
878,soloAUV 20220919-185801-655.png,4084,2361,152,2477,250,1,-1,siphonophore-bract-maybe,1,,
879,soloAUV 20220919-185824-676.png,4105,2724,695,2818,797,1,-1,copepod,1,,
880,soloAUV 20220919-185904-712.png,4141,1156,1397,1347,1500,1,-1,polychaeta-maybe,1,,
881,soloAUV 20220919-185936-741.png,4170,1861,107,1960,175,1,-1,crustacea-nauplius-maybe,1,,
882,soloAUV 20220919-190028-787.png,4216,2149,2184,2544,2560,1,-1,copepod,1,,
883,soloAUV 20220919-190052-809.png,4238,1306,450,1868,755,1,-1,copepod,1,,
884,soloAUV 20220919-190055-812.png,4241,1224,12,2559,494,1,-1,polychaeta-tomopteris-edge,1,(poly) 2559 84 1934 394 1449 494 1224 448 1372 305 1740 91 2023 21 2212 12 2421 36 2559 84,
885,soloAUV 20220919-190135-848.png,4277,1615,2306,1747,2384,1,-1,unknown,1,,
886,soloAUV 20220919-190135-848.png,4277,1749,1042,1849,1151,1,-1,copepod,1,,
887,soloAUV 20220919-190140-852.png,4281,3083,1798,3412,2225,1,-1,copepod-edge,1,(poly) 3381 2009 3368 2077 3230 2066 3133 2225 3083 2215 3238 1963 3366 1798 3412 1812 3301 1986 3381 2009,
888,soloAUV 20220919-190209-879.png,4308,3069,617,3371,820,1,-1,copepod-edge,1,(poly) 3292 624 3238 683 3139 651 3069 711 3110 736 3153 687 3326 757 3329 814 3371 820 3371 760 3334 693 3344 644 3310 617 3292 624,
889,soloAUV 20220919-190236-903.png,4332,1074,1999,1452,2319,1,-1,copepod,1,(poly) 1452 2034 1215 2319 1074 2189 1101 2164 1269 2139 1387 1999 1452 2034,
890,soloAUV 20220919-190244-910.png,4339,1327,1682,1588,1892,1,-1,copepod,1,(poly) 1547 1682 1588 1723 1365 1892 1327 1854 1547 1682,
891,soloAUV 20220919-190248-913.png,4342,1819,2567,2018,2715,1,-1,unknown,1,(poly) 1819 2693 1968 2567 2018 2607 1867 2715 1819 2693,
892,soloAUV 20220919-190251-916.png,4345,2494,197,3556,1917,1,-1,hydrozoa-maybe,1,(poly) 3517 1314 3163 955 2913 237 2744 197 2828 770 3073 1154 3412 1414 3412 1538 3222 1738 2494 1503 2494 1613 3392 1917 3497 1668 3556 1449 3517 1314,
893,soloAUV 20220919-190301-925.png,4354,2320,634,2613,833,1,-1,ostracod-maybe,1,(poly) 2542 643 2613 689 2383 833 2320 785 2508 634 2542 643,
894,soloAUV 20220919-190324-946.png,4375,1267,2188,1361,2246,1,-1,unknown,1,,
895,soloAUV 20220919-190324-946.png,4375,1403,2355,1483,2431,1,-1,unknown,1,,
896,soloAUV 20220919-190330-951.png,4380,2211,1175,2299,1236,1,-1,copepod-maybe,1,,
897,soloAUV 20220919-190330-951.png,4380,1934,1130,2029,1196,1,-1,copepod-maybe,1,,
898,soloAUV 20220919-190357-975.png,4404,2333,2156,2505,2310,1,-1,ostracod,1,,
899,soloAUV 20220919-190415-992.png,4421,1426,856,1842,1202,1,-1,copepod,1,(poly) 1827 893 1489 1202 1426 1166 1451 1010 1490 982 1800 856 1842 874 1827 893,
900,soloAUV 20220919-190418-994.png,4423,1053,1968,1332,2131,1,-1,copepod,1,(poly) 1053 2064 1082 2131 1332 2014 1313 1968 1053 2064,
901,soloAUV 20220919-190428-1003.png,4432,1609,649,2159,1085,1,-1,copepod,1,(poly) 2086 649 1609 1030 1648 1085 1997 1027 2062 959 2159 674 2086 649,
902,soloAUV 20220919-190449-1022.png,4451,892,1071,1058,1230,1,-1,ostracod,1,(poly) 1008 1071 892 1164 895 1213 956 1230 1058 1128 1036 1078 1008 1071,
903,soloAUV 20220919-190452-1025.png,4454,2603,2149,2920,2478,1,-1,copepod,1,(poly) 2920 2392 2838 2253 2731 2149 2647 2195 2683 2293 2603 2421 2626 2478 2716 2417 2790 2367 2852 2448 2920 2392,
904,soloAUV 20220919-190512-1043.png,4472,913,1461,1204,1765,1,-1,copepod,1,(poly) 940 1492 913 1629 944 1731 1009 1765 1204 1603 1192 1530 1024 1568 1035 1461 940 1492,
905,soloAUV 20220919-190513-1044.png,4473,2767,601,2925,727,1,-1,copepod-maybe,1,(poly) 2857 601 2925 687 2816 727 2767 687 2857 601,
906,soloAUV 20220919-190516-1046.png,4475,2513,1233,2622,1314,1,-1,copepod-maybe,1,(poly) 2580 1233 2513 1290 2545 1314 2600 1287 2622 1251 2580 1233,
907,soloAUV 20220919-190520-1050.png,4479,2605,876,3075,1291,1,-1,copepod,1,(poly) 3058 918 2735 1291 2605 1264 2612 1048 2658 986 3000 876 3075 901 3058 918,
908,soloAUV 20220919-190626-1110.png,4539,2174,153,2393,259,1,-1,copepod,1,(poly) 2174 225 2275 259 2393 194 2349 153 2264 202 2197 192 2174 225,
909,soloAUV 20220919-190638-1120.png,4549,2698,1918,2983,2128,1,-1,copepod,1,(poly) 2720 2127 2844 2099 2983 2032 2966 1997 2886 2017 2882 1919 2813 1918 2784 2079 2699 2094 2698 2128 2720 2127,
910,soloAUV 20220919-190647-1129.png,4558,2763,301,3166,626,1,-1,copepod,1,(poly) 3166 535 3107 403 3046 309 3013 301 3004 330 3021 372 2763 571 2822 626 3055 493 3080 598 3166 535,
911,soloAUV 20220919-190704-1144.png,4573,2153,1496,2484,1800,1,-1,copepod,1,(poly) 2251 1800 2384 1586 2484 1592 2470 1496 2178 1525 2153 1567 2155 1619 2222 1617 2172 1772 2251 1800,
912,soloAUV 20220919-190814-1207.png,4636,1742,2108,2029,2462,1,-1,copepod,1,(poly) 1926 2112 1987 2227 2029 2418 1937 2462 1908 2368 1786 2456 1742 2412 1893 2227 1836 2108 1922 2110 1926 2112,
913,soloAUV 20220919-190831-1223.png,4652,3283,1433,3403,1518,1,-1,appendicularian-maybe,1,(poly) 3285 1436 3400 1433 3403 1506 3283 1518 3285 1436,
914,soloAUV 20220919-190833-1225.png,4654,1646,972,1745,1071,1,-1,copepod-maybe,1,,
915,soloAUV 20220919-190838-1229.png,4658,2622,1433,2792,1579,1,-1,copepod,1,(poly) 2744 1437 2677 1475 2622 1546 2650 1579 2792 1462 2743 1433 2744 1437,
916,soloAUV 20220919-190906-1255.png,4684,2051,1313,2137,1389,1,-1,unknown,1,(poly) 2109 1313 2137 1327 2131 1343 2079 1389 2051 1363 2087 1323 2109 1313,
917,soloAUV 20220919-190909-1258.png,4687,1475,690,1663,948,1,-1,copepod,1,(poly) 1510 690 1594 698 1663 767 1536 948 1475 906 1510 690,
918,soloAUV 20220919-190927-1274.png,4703,2152,1457,2493,1754,1,-1,copepod,1,(poly) 2383 1474 2443 1563 2493 1711 2407 1754 2176 1744 2152 1649 2330 1457 2383 1474,
919,soloAUV 20220919-190927-1274.png,4703,3176,1191,3276,1276,1,-1,polychaeta-larva-maybe,1,,
920,soloAUV 20220919-190933-1280.png,4709,1324,1040,1683,1295,1,-1,copepod,1,(poly) 1389 1040 1540 1075 1683 1168 1653 1237 1403 1295 1351 1277 1324 1088 1389 1040,
921,soloAUV 20220919-190938-1284.png,4713,1518,1893,1658,2089,1,-1,copepod,1,(poly) 1592 1893 1658 1954 1598 2087 1535 2089 1518 1986 1539 1913 1592 1893,
922,soloAUV 20220919-191024-1325.png,4754,1367,2075,1591,2364,1,-1,copepod,1,(poly) 1591 2115 1569 2231 1470 2364 1367 2258 1373 2206 1508 2187 1544 2093 1591 2075 1591 2115,
923,soloAUV 20220919-191028-1329.png,4758,1515,1989,1692,2102,1,-1,copepod,1,(poly) 1564 2098 1692 2068 1692 2017 1566 1989 1515 2015 1525 2102 1564 2098,
924,soloAUV 20220919-191046-1345.png,4774,2187,89,2313,384,1,-1,copepod,1,(poly) 2215 102 2187 359 2228 384 2306 241 2313 179 2267 89 2220 89 2215 102,
925,soloAUV 20220919-191046-1345.png,4774,973,1316,1527,1746,1,-1,ctenophore-maybe,1,(poly) 1527 1362 1376 1572 996 1746 973 1700 1443 1327 1487 1316 1512 1348 1527 1362,
926,soloAUV 20220919-191058-1356.png,4785,1615,1376,2147,1783,1,-1,ctenophore-maybe,1,(poly) 2147 1783 2133 1401 2011 1376 1615 1670 1762 1753 2147 1783,
927,soloAUV 20220919-191101-1358.png,4787,1544,554,1712,775,1,-1,ctenophore-maybe,1,(poly) 1617 554 1712 580 1702 775 1614 773 1544 603 1617 554,
928,soloAUV 20220919-191102-1359.png,4788,2505,162,2672,304,1,-1,copepod,1,(poly) 2648 162 2505 244 2596 304 2648 279 2672 184 2648 162,
929,soloAUV 20220919-191106-1363.png,4792,1186,724,1320,864,1,-1,copepod,1,(poly) 1241 724 1320 776 1312 842 1222 864 1186 839 1203 732 1241 724,
930,soloAUV 20220919-191120-1375.png,4804,1274,727,1532,872,1,-1,ctenophore-maybe,1,(poly) 1492 727 1274 792 1280 872 1525 822 1532 740 1492 727,
931,soloAUV 20220919-191132-1386.png,4815,2297,1486,2670,1843,1,-1,ctenophore-maybe,1,(poly) 2628 1486 2297 1788 2339 1843 2666 1646 2670 1493 2628 1486,
932,soloAUV 20220919-191133-1387.png,4816,2542,1409,2685,1572,1,-1,copepod,1,(poly) 2609 1409 2685 1488 2676 1549 2559 1572 2542 1474 2609 1409,
933,soloAUV 20220919-191133-1387.png,4816,861,1140,951,1232,1,-1,copepod-edge,1,(poly) 869 1196 908 1142 920 1140 951 1207 945 1219 861 1232 869 1196,
934,soloAUV 20220919-191134-1388.png,4817,2972,1617,3091,1796,1,-1,copepod-overlap,1,(poly) 2995 1633 2972 1737 3008 1796 3091 1717 3087 1693 3009 1617 2995 1622 2995 1633,
935,soloAUV 20220919-191134-1388.png,4817,3054,1650,3237,1772,1,-1,copepod-overlap,1,(poly) 3216 1705 3237 1665 3210 1650 3116 1729 3073 1723 3054 1746 3129 1772 3216 1705,
936,soloAUV 20220919-191148-1401.png,4830,934,1059,1079,1195,1,-1,copepod-oithona,1,(poly) 1044 1063 977 1098 962 1071 934 1088 947 1142 1004 1195 1037 1165 1019 1136 1079 1085 1057 1059 1044 1063,
937,soloAUV 20220919-191152-1404.png,4833,2029,1735,2151,1847,1,-1,copepod,1,(poly) 2050 1847 2151 1760 2133 1735 2043 1792 2029 1830 2050 1847,
938,soloAUV 20220919-191153-1405.png,4834,3191,1302,3348,1881,1,-1,ctenophore-maybe,1,(poly) 3348 1446 3285 1570 3267 1869 3205 1881 3217 1529 3191 1338 3252 1302 3281 1435 3348 1412 3348 1446,
939,soloAUV 20220919-191154-1406.png,4835,2431,986,2526,1095,1,-1,copepod,1,(poly) 2513 1021 2466 1095 2443 1082 2431 1002 2447 986 2526 1008 2513 1021,
940,soloAUV 20220919-191159-1410.png,4839,2687,1332,2857,1478,1,-1,copepod,1,(poly) 2854 1359 2802 1332 2698 1348 2687 1414 2730 1478 2760 1464 2743 1424 2857 1387 2854 1359,
941,soloAUV 20220919-191200-1411.png,4840,2221,600,2331,681,1,-1,copepod,1,(poly) 2328 601 2331 624 2243 681 2221 648 2250 600 2328 601,
942,soloAUV 20220919-191204-1415.png,4844,1593,2185,1757,2349,1,-1,copepod,1,(poly) 1717 2185 1652 2245 1626 2201 1593 2220 1615 2306 1675 2349 1718 2311 1690 2283 1757 2218 1717 2185,
943,soloAUV 20220919-191211-1421.png,4850,2152,1676,2273,1799,1,-1,copepod,1,(poly) 2203 1677 2152 1745 2164 1799 2261 1746 2273 1676 2203 1677,
944,soloAUV 20220919-191212-1422.png,4851,1415,1069,1619,1257,1,-1,copepod,1,(poly) 1568 1069 1462 1128 1415 1214 1456 1257 1553 1224 1619 1096 1568 1069,
945,soloAUV 20220919-191213-1423.png,4852,1132,1958,1259,2141,1,-1,copepod,1,(poly) 1194 1958 1247 2003 1259 2101 1154 2141 1132 2099 1154 1970 1194 1958,
946,soloAUV 20220919-191214-1424.png,4853,1145,817,1313,952,1,-1,appendicularian,1,(poly) 1270 817 1313 873 1204 952 1145 914 1220 840 1270 817,
947,soloAUV 20220919-191215-1425.png,4854,1507,1351,1609,1461,1,-1,copepod,1,,
948,soloAUV 20220919-191216-1426.png,4855,965,1790,1069,1910,1,-1,copepod,1,,
949,soloAUV 20220919-191219-1428.png,4857,2484,987,2569,1078,1,-1,copepod,1,,
950,soloAUV 20220919-191220-1429.png,4858,3191,1534,3387,1672,1,-1,copepod,1,,
951,soloAUV 20220919-191220-1429.png,4858,1706,2181,1815,2336,1,-1,copepod,1,,
952,soloAUV 20220919-191221-1430.png,4859,3299,1504,3415,1598,1,-1,copepod,1,,
953,soloAUV 20220919-191221-1430.png,4859,2026,289,2140,356,1,-1,copepod,1,,
954,soloAUV 20220919-191229-1437.png,4866,2737,2280,2883,2425,1,-1,copepod,1,,
955,soloAUV 20220919-191231-1439.png,4868,2853,1649,2943,1730,1,-1,copepod-maybe,1,,
956,soloAUV 20220919-191232-1440.png,4869,3145,1957,3216,2018,1,-1,copepod,1,,
957,soloAUV 20220919-191232-1440.png,4869,3186,610,3249,661,1,-1,copepod,1,,
958,soloAUV 20220919-191232-1440.png,4869,2921,1570,2975,1620,1,-1,copepod-maybe,1,,
959,soloAUV 20220919-191237-1445.png,4874,1709,559,1833,666,1,-1,copepod,1,(poly) 1831 559 1764 559 1709 643 1746 666 1833 580 1831 559,
960,soloAUV 20220919-191246-1453.png,4882,2133,1753,2237,1817,1,-1,copepod,1,,
961,soloAUV 20220919-191247-1454.png,4883,1996,1096,2270,1260,1,-1,copepod,1,,
962,soloAUV 20220919-191248-1455.png,4884,1799,2500,1920,2616,1,-1,copepod,1,,
963,soloAUV 20220919-191249-1456.png,4885,2127,1937,2273,2063,1,-1,copepod,1,,
964,soloAUV 20220919-191249-1456.png,4885,2621,2513,2800,2644,1,-1,copepod,1,(poly) 2800 2577 2663 2644 2621 2580 2655 2513 2722 2524 2800 2577,
965,soloAUV 20220919-191259-1464.png,4893,2711,1023,2814,1108,1,-1,copepod,1,,
966,soloAUV 20220919-191300-1465.png,4894,1686,488,1736,576,1,-1,copepod,1,,
967,soloAUV 20220919-191314-1478.png,4907,1645,2176,1783,2268,1,-1,copepod,1,,
968,soloAUV 20220919-191315-1479.png,4908,3180,1922,3327,2062,1,-1,copepod,1,,
969,soloAUV 20220919-191318-1481.png,4910,2739,813,2940,1112,1,-1,ctenophore-maybe,1,(poly) 2865 869 2813 813 2739 868 2746 930 2895 1112 2940 1096 2865 869,
970,soloAUV 20220919-191319-1482.png,4911,3317,1894,3396,1952,1,-1,copepod-maybe-edge,1,(poly) 3396 1919 3375 1894 3317 1924 3318 1951 3374 1952 3396 1919,
971,soloAUV 20220919-191324-1487.png,4916,1934,722,2160,1444,1,-1,ctenophore-maybe,1,(poly) 2093 1045 2160 762 2085 722 1934 1073 1942 1412 2012 1444 2093 1045,
972,soloAUV 20220919-191328-1490.png,4919,2698,1927,2833,2026,1,-1,copepod,1,,
973,soloAUV 20220919-191329-1491.png,4920,2144,770,2278,852,1,-1,copepod,1,,
974,soloAUV 20220919-191334-1496.png,4925,1300,1303,1398,1377,1,-1,crustacea-maybe,1,,
975,soloAUV 20220919-191335-1497.png,4926,2385,2591,2557,2682,1,-1,copepod,1,,
976,soloAUV 20220919-191335-1497.png,4926,925,1376,999,1440,1,-1,copepod,1,,
977,soloAUV 20220919-191335-1497.png,4926,1128,536,1237,641,1,-1,copepod,1,(poly) 1178 538 1133 589 1128 641 1221 635 1237 577 1199 536 1178 538,
978,soloAUV 20220919-191336-1498.png,4927,2271,2680,2385,2739,1,-1,copepod,1,(poly) 2274 2737 2359 2739 2385 2722 2385 2696 2315 2680 2271 2707 2274 2737,
979,soloAUV 20220919-191344-1505.png,4934,1632,419,1724,490,1,-1,copepod,1,,
980,soloAUV 20220919-191344-1505.png,4934,1143,1599,1598,1925,1,-1,ctenophore-maybe,1,(poly) 1162 1599 1143 1624 1234 1732 1548 1925 1598 1910 1510 1789 1287 1686 1162 1599,
981,soloAUV 20220919-191346-1507.png,4936,1811,1827,1885,1865,1,-1,copepod-maybe,1,,
982,soloAUV 20220919-191349-1509.png,4938,3135,904,3293,1027,1,-1,copepod,1,,
983,soloAUV 20220919-191353-1513.png,4942,2262,336,2499,525,1,-1,copepod,1,,
984,soloAUV 20220919-191353-1513.png,4942,1961,2481,2052,2549,1,-1,copepod,1,,
985,soloAUV 20220919-191356-1516.png,4945,1352,1482,1432,1548,1,-1,unknown,1,,
986,soloAUV 20220919-191359-1518.png,4947,2441,230,2524,277,1,-1,copepod-maybe,1,,
987,soloAUV 20220919-191401-1520.png,4949,2644,224,2773,309,1,-1,copepod,1,,
988,soloAUV 20220919-191404-1523.png,4952,1121,1271,1282,1426,1,-1,copepod,1,,
989,soloAUV 20220919-191405-1524.png,4953,1585,911,1725,1014,1,-1,copepod,1,,
990,soloAUV 20220919-191407-1526.png,4955,2157,1305,2234,1407,1,-1,copepod,1,,
991,soloAUV 20220919-191409-1527.png,4956,2205,1280,2270,1367,1,-1,copepod,1,,
992,soloAUV 20220919-191409-1527.png,4956,2620,1126,2696,1189,1,-1,copepod,1,,
993,soloAUV 20220919-191409-1527.png,4956,1727,1687,1796,1761,1,-1,copepod-maybe,1,,
994,soloAUV 20220919-191410-1528.png,4957,2017,956,2080,1019,1,-1,copepod,1,,
995,soloAUV 20220919-191414-1532.png,4961,1417,1578,1512,1647,1,-1,copepod,1,,
996,soloAUV 20220919-191415-1533.png,4962,2046,727,2142,827,1,-1,copepod,1,,
997,soloAUV 20220919-191418-1535.png,4964,2473,748,2638,917,1,-1,copepod,1,(poly) 2473 825 2520 791 2597 788 2617 748 2638 753 2624 853 2522 917 2499 898 2546 858 2517 837 2490 851 2473 825,
998,soloAUV 20220919-191418-1535.png,4964,1895,1627,1973,1710,1,-1,copepod,1,,
999,soloAUV 20220919-191420-1537.png,4966,2330,1824,2458,1933,1,-1,copepod,1,,
1000,soloAUV 20220919-191420-1537.png,4966,1898,1232,2091,1509,1,-1,ctenophore-maybe,1,(poly) 1977 1232 2091 1291 2076 1488 1992 1509 1971 1354 1898 1287 1977 1232,
1001,soloAUV 20220919-191422-1539.png,4968,3096,914,3364,1063,1,-1,appendicularian-overlap,1,(poly) 3364 954 3305 914 3255 982 3207 961 3140 952 3096 1038 3177 1063 3211 1032 3299 1015 3364 954,
1002,soloAUV 20220919-191424-1541.png,4970,1099,1929,1273,2067,1,-1,copepod,1,,
1003,soloAUV 20220919-191425-1542.png,4971,2019,783,2165,909,1,-1,copepod,1,,
1004,soloAUV 20220919-191427-1543.png,4972,1866,1307,2023,1429,1,-1,copepod,1,,
1005,soloAUV 20220919-191431-1547.png,4976,1761,898,1864,976,1,-1,copepod,1,,
1006,soloAUV 20220919-191432-1548.png,4977,2819,2033,2897,2089,1,-1,copepod,1,,
1007,soloAUV 20220919-191437-1552.png,4981,1011,767,1099,881,1,-1,copepod,1,,
1008,soloAUV 20220919-191437-1552.png,4981,3028,747,3290,1032,1,-1,copepod,1,,
1009,soloAUV 20220919-191437-1552.png,4981,1984,1463,2137,1615,1,-1,copepod,1,,
1010,soloAUV 20220919-191438-1553.png,4982,1884,2430,1955,2492,1,-1,copepod,1,,
1011,soloAUV 20220919-191439-1554.png,4983,2248,103,2360,174,1,-1,copepod,1,,
1012,soloAUV 20220919-191439-1554.png,4983,1139,810,1312,942,1,-1,copepod,1,,
1013,soloAUV 20220919-191441-1556.png,4985,3133,2034,3284,2154,1,-1,copepod,1,,
1014,soloAUV 20220919-191441-1556.png,4985,1441,1798,1533,1885,1,-1,copepod,1,,
1015,soloAUV 20220919-191442-1557.png,4986,2624,1351,2713,1439,1,-1,copepod-maybe,1,,
1016,soloAUV 20220919-191445-1559.png,4988,2820,1899,2935,1993,1,-1,copepod,1,,
1017,soloAUV 20220919-191445-1559.png,4988,1197,1425,1281,1501,1,-1,copepod,1,,
1018,soloAUV 20220919-191445-1559.png,4988,3157,848,3306,1023,1,-1,copepod,1,,
1019,soloAUV 20220919-191446-1560.png,4989,3210,841,3279,946,1,-1,copepod,1,,
1020,soloAUV 20220919-191449-1563.png,4992,2416,603,2537,756,1,-1,copepod,1,(poly) 2468 609 2430 667 2416 737 2438 756 2537 630 2488 603 2468 609,
1021,soloAUV 20220919-191450-1564.png,4993,3081,433,3208,525,1,-1,copepod,1,(poly) 3208 482 3099 525 3081 487 3164 433 3208 482,
1022,soloAUV 20220919-191452-1565.png,4994,1992,1516,2166,1696,1,-1,copepod,1,,
1023,soloAUV 20220919-191452-1565.png,4994,3357,1371,3445,1448,1,-1,copepod,1,,
1024,soloAUV 20220919-191453-1566.png,4995,3009,1847,3171,2025,1,-1,copepod,1,,
1025,soloAUV 20220919-191453-1566.png,4995,2889,1574,3038,1647,1,-1,copepod,1,,
1026,soloAUV 20220919-191453-1566.png,4995,2579,1153,2655,1245,1,-1,copepod-maybe,1,,
1027,soloAUV 20220919-191454-1567.png,4996,2023,540,2214,668,1,-1,copepod,1,,
